日期_Date,市场溢酬因子__流通市值加权_Rmrf_tmv,市值因子__流通市值加权_Smb_tmv,账面市值比因子__流通市值加权_Hml_tmv
2013/3/29,-0.0663,0.0074,0.0337
2013/4/26,0.0216,-0.0211,0.039
2013/5/31,0.0789,-0.0136,-0.105
2013/6/28,-0.1214,-0.0003,-0.0004
2013/7/31,-0.0038,0.0316,0.02
2013/8/30,0.0514,0.01,0.0291
2013/9/30,0.0095,-0.0267,-0.0558
2013/10/31,-0.0015,-0.0395,0.0071
2013/11/29,0.0583,-0.0593,-0.0334
2013/12/31,-0.0193,0.0389,-0.0399
2014/1/30,-0.0261,0.0497,0.0082
2014/2/28,-0.0286,0.02,0.0231
2014/3/31,-0.0165,0.0101,0.0348
2014/4/30,0.0056,-0.0173,-0.0519
2014/5/30,-0.0356,0.0267,0.0054
2014/6/30,0.043,-0.0415,-0.0254
2014/7/31,0.0948,-0.0519,0.0009
2014/8/29,0.0147,0.0284,0.0176
2014/9/30,0.0392,0.0594,-0.0033
2014/10/31,-0.0055,0.0094,-0.0333
2014/11/28,0.0084,0.019,0.034
2014/12/31,0.0375,-0.0655,0.0798
2015/1/30,0.0367,-0.0195,-0.0966
2015/2/27,0.0318,-0.0042,-0.0054
2015/3/31,0.0436,0.0594,-0.0064
2015/4/30,0.2298,0.0202,0.0088
2015/5/29,0.0896,0.2888,-0.0891
2015/6/30,-0.0633,-0.0465,0.0244
2015/7/31,-0.1963,-0.0066,0.0432
2015/8/31,-0.1775,0.0585,0.0466
2015/9/30,-0.0201,0.0593,-0.1688
2015/10/30,0.1053,0.1052,-0.0689
2015/11/30,0.0421,0.0515,-0.0199
2015/12/31,0.0945,0.042,-0.1071
2016/1/29,-0.1426,-0.003,0.0077
2016/2/29,-0.0537,-0.0018,0.0264
2016/3/31,0.0467,0.0583,0.0053
2016/4/29,-0.0158,-0.0241,0.0177
2016/5/31,-0.0591,0.0143,0.0462
2016/6/30,0.0277,0.0116,-0.0451
2016/7/29,0.0429,-0.0271,0.0447
2016/8/31,0.0136,0.0082,0.0259
2016/9/30,0.0184,-0.0019,0.0318
2016/10/31,-0.0242,-0.0141,0.0301
2016/11/30,-0.0019,-0.035,0.0283
2016/12/30,-0.0342,0.0036,0.0015
2017/1/26,-0.0153,-0.0243,0.012
2017/2/28,0.0283,-0.0372,0.0346
2017/3/31,-0.0119,-0.0413,0.0238
2017/4/28,-0.0239,-0.0387,0.0634
2017/5/31,-0.0376,-0.0609,0.0768
2017/6/30,0.0642,0.0138,0.0212
2017/7/31,0.0252,-0.0214,0.0076
2017/8/31,-0.0317,0.0068,0.0475
2017/9/29,0.0383,-0.0079,-0.0114
2017/10/31,0.0132,-0.0404,0.0459
2017/11/30,-0.0853,0.0032,-0.0425
2017/12/29,0.0376,-0.0449,0.0548
2018/1/31,0.0266,-0.0622,0.0136
2018/2/28,-0.0338,-0.0012,0.0227
2018/3/30,-0.0121,0.0096,-0.0395
2018/4/27,-0.0722,-0.0297,-0.0593
2018/5/31,0.0142,-0.0528,0.025
2018/6/29,-0.0373,-0.0113,0.0112
2018/7/31,-0.0055,-0.0004,0.0198
2018/8/31,-0.0636,-0.0243,-0.015
2018/9/28,-0.0219,0,-0.0273
2018/10/31,-0.1109,0.0189,-0.0309
2018/11/30,-0.0161,0.062,-0.0312
2018/12/28,-0.0283,-0.0078,-0.012
2019/1/31,0.0213,-0.0651,0.0143
2019/2/28,0.1509,0.0026,0.0223
2019/3/29,0.0478,0.0135,-0.0538
2019/4/30,-0.0263,0.0359,0.034
2019/5/31,-0.0725,0.0134,0.0033
2019/6/28,0.0206,0.0096,-0.0183
2019/7/31,0.0049,-0.0298,0.0497
2019/8/30,-0.0365,0.016,0.0142
2019/9/30,0.0037,-0.0241,-0.0159
2019/10/31,-0.0491,0.0202,-0.0037
2019/11/29,-0.0158,-0.0142,0.0578
2019/12/31,0.0813,-0.0583,0.0156
2020/1/23,0.0079,-0.0033,-0.0104
2020/2/28,-0.0535,-0.0322,0.0122
2020/3/31,-0.1224,0.0762,0.0412
2020/4/30,0.025,-0.0652,0.0506
2020/5/29,0.0188,0.0008,0.0175
2020/6/30,0.0222,-0.0064,0.0534
2020/7/31,0.063,0.0939,0.021
2020/8/31,0.0312,-0.0246,0.0474
2020/9/30,-0.0284,0.0209,-0.0673
2020/10/30,0,-0.0482,-0.0087
2020/11/30,0.0996,-0.0397,0.0097
2020/12/31,0.0494,-0.0403,-0.0617
2021/1/29,-0.0206,-0.0316,0.0522
2021/2/26,0.0289,-0.0394,0.1112
2021/3/31,0.0271,-0.0153,-0.0244
2021/4/30,0.0084,-0.0378,0.0256
2021/5/31,0.0114,-0.0297,0.0321
2021/6/30,0.0264,0.0297,-0.0661
2021/7/30,0.0004,0.0056,-0.0146
2021/8/31,0.0023,-0.0214,-0.0133
2021/9/30,-0.017,0.0437,-0.0075
2021/10/29,-0.0204,0.0026,0.011
2021/11/30,0.0079,-0.0082,0.0058
2021/12/31,0.0001,0.0525,0.0061
